case_id,obs_date,region,lat,lon,depth_m,glorys_temp_c,model_temp_c,argo_temp_c,climatology_temp_c,model_uncertainty_c,argo_available,glorys_available,model_available,metric_status
CASE_02,2023-05-21,arabian_sea,12.375,58.625,30,30.084,29.691,,29.682,0.126,False,True,True,computed
CASE_02,2023-05-21,arabian_sea,12.375,58.625,50,30.158,28.688,,28.638,0.0998,False,True,True,computed
CASE_02,2023-05-21,arabian_sea,12.375,58.625,75,29.194,26.657,,26.475,0.2621,False,True,True,computed
CASE_02,2023-05-21,arabian_sea,12.375,58.625,100,27.34,25.607,,25.279,0.1702,False,True,True,computed
CASE_02,2023-05-21,arabian_sea,12.375,58.625,125,21.376,21.464,,21.034,0.6241,False,True,True,computed
CASE_02,2023-05-21,arabian_sea,12.375,58.625,150,18.57,18.737,,18.32,0.9943,False,True,True,computed
CASE_02,2023-05-21,arabian_sea,12.375,58.625,200,16.828,16.478,,16.091,0.3774,False,True,True,computed
CASE_02,2023-05-21,arabian_sea,12.375,58.625,300,12.429,13.014,,12.709,0.0844,False,True,True,computed
CASE_02,2023-05-21,arabian_sea,12.375,58.625,500,10.393,10.502,,10.527,0.0667,False,True,True,computed
CASE_02,2023-05-21,arabian_sea,12.375,58.625,700,10.067,9.763,,9.958,0.0708,False,True,True,computed
CASE_02,2023-05-21,arabian_sea,12.375,58.625,1000,8.486,8.579,,8.499,0.0786,False,True,True,computed
CASE_03,2023-05-22,arabian_sea,9.875,56.625,0,30.109,29.917,,29.825,0.0548,False,True,True,computed
CASE_03,2023-05-22,arabian_sea,9.875,56.625,5,30.063,29.792,,29.761,0.0616,False,True,True,computed
CASE_03,2023-05-22,arabian_sea,9.875,56.625,10,30.052,29.8,,29.75,0.056,False,True,True,computed
CASE_03,2023-05-22,arabian_sea,9.875,56.625,20,30.048,29.824,,29.753,0.0504,False,True,True,computed
CASE_03,2023-05-22,arabian_sea,9.875,56.625,30,30.13,29.678,,29.675,0.1218,False,True,True,computed
CASE_03,2023-05-22,arabian_sea,9.875,56.625,50,30.239,28.757,,28.685,0.104,False,True,True,computed
CASE_03,2023-05-22,arabian_sea,9.875,56.625,75,29.095,26.484,,26.335,0.2822,False,True,True,computed
CASE_03,2023-05-22,arabian_sea,9.875,56.625,100,27.57,25.455,,25.16,0.1566,False,True,True,computed
CASE_03,2023-05-22,arabian_sea,9.875,56.625,125,21.425,21.074,,20.945,0.5797,False,True,True,computed
CASE_03,2023-05-22,arabian_sea,9.875,56.625,150,18.448,18.482,,18.126,0.9161,False,True,True,computed
CASE_03,2023-05-22,arabian_sea,9.875,56.625,200,16.942,16.3,,15.955,0.3581,False,True,True,computed
CASE_03,2023-05-22,arabian_sea,9.875,56.625,300,12.583,12.891,,12.625,0.0948,False,True,True,computed
CASE_03,2023-05-22,arabian_sea,9.875,56.625,500,10.345,10.573,,10.573,0.0713,False,True,True,computed
CASE_03,2023-05-22,arabian_sea,9.875,56.625,700,10.023,9.76,,9.931,0.0647,False,True,True,computed
CASE_03,2023-05-22,arabian_sea,9.875,56.625,1000,8.55,8.553,,8.521,0.0797,False,True,True,computed
CASE_04,2023-05-23,arabian_sea,6.625,55.125,0,30.075,29.84,,29.814,0.0587,False,True,True,computed
CASE_04,2023-05-23,arabian_sea,6.625,55.125,5,30.059,29.765,,29.752,0.0689,False,True,True,computed
CASE_04,2023-05-23,arabian_sea,6.625,55.125,10,30.054,29.832,,29.741,0.0636,False,True,True,computed
CASE_04,2023-05-23,arabian_sea,6.625,55.125,20,30.11,29.777,,29.738,0.0512,False,True,True,computed
CASE_04,2023-05-23,arabian_sea,6.625,55.125,30,30.222,29.557,,29.702,0.1258,False,True,True,computed
CASE_04,2023-05-23,arabian_sea,6.625,55.125,50,30.17,28.9,,28.755,0.1114,False,True,True,computed
CASE_04,2023-05-23,arabian_sea,6.625,55.125,75,29.114,26.412,,26.373,0.314,False,True,True,computed
CASE_04,2023-05-23,arabian_sea,6.625,55.125,100,27.809,25.406,,25.178,0.1434,False,True,True,computed
CASE_04,2023-05-23,arabian_sea,6.625,55.125,125,21.528,20.88,,21.007,0.5138,False,True,True,computed
CASE_04,2023-05-23,arabian_sea,6.625,55.125,150,18.34,18.406,,18.117,0.8172,False,True,True,computed
CASE_04,2023-05-23,arabian_sea,6.625,55.125,200,16.782,16.07,,15.92,0.4184,False,True,True,computed
CASE_04,2023-05-23,arabian_sea,6.625,55.125,300,12.58,12.791,,12.631,0.0935,False,True,True,computed
CASE_04,2023-05-23,arabian_sea,6.625,55.125,500,10.211,10.631,,10.652,0.0705,False,True,True,computed
CASE_04,2023-05-23,arabian_sea,6.625,55.125,700,9.94,9.775,,9.921,0.0649,False,True,True,computed
CASE_04,2023-05-23,arabian_sea,6.625,55.125,1000,8.502,8.411,,8.417,0.0767,False,True,True,computed
CASE_05,2023-05-23,arabian_sea,21.625,59.625,0,30.063,29.742,,29.729,0.0627,False,True,True,computed
CASE_05,2023-05-23,arabian_sea,21.625,59.625,5,30.032,29.674,,29.655,0.0693,False,True,True,computed
CASE_05,2023-05-23,arabian_sea,21.625,59.625,10,30.026,29.737,,29.639,0.06,False,True,True,computed
CASE_05,2023-05-23,arabian_sea,21.625,59.625,20,30.085,29.717,,29.63,0.0532,False,True,True,computed
CASE_05,2023-05-23,arabian_sea,21.625,59.625,30,30.137,29.46,,29.361,0.1259,False,True,True,computed
CASE_05,2023-05-23,arabian_sea,21.625,59.625,50,30.005,28.218,,28.177,0.1115,False,True,True,computed
CASE_05,2023-05-23,arabian_sea,21.625,59.625,75,28.049,26.098,,25.846,0.2452,False,True,True,computed
CASE_05,2023-05-23,arabian_sea,21.625,59.625,100,26.235,24.589,,24.473,0.1582,False,True,True,computed
CASE_05,2023-05-23,arabian_sea,21.625,59.625,125,19.894,20.374,,19.963,0.7899,False,True,True,computed
CASE_05,2023-05-23,arabian_sea,21.625,59.625,150,17.154,17.898,,17.49,0.9321,False,True,True,computed
CASE_05,2023-05-23,arabian_sea,21.625,59.625,200,15.253,16.142,,15.79,0.3625,False,True,True,computed
CASE_05,2023-05-23,arabian_sea,21.625,59.625,300,11.66,12.903,,12.727,0.0985,False,True,True,computed
CASE_05,2023-05-23,arabian_sea,21.625,59.625,500,10.303,10.273,,10.33,0.0718,False,True,True,computed
CASE_05,2023-05-23,arabian_sea,21.625,59.625,700,10.073,9.729,,9.925,0.0681,False,True,True,computed
CASE_05,2023-05-23,arabian_sea,21.625,59.625,1000,8.21,8.623,,8.677,0.0894,False,True,True,computed
CASE_06,2023-05-24,arabian_sea,15.125,54.875,0,30.092,29.681,,29.56,0.0686,False,True,True,computed
CASE_06,2023-05-24,arabian_sea,15.125,54.875,5,30.062,29.542,,29.487,0.0622,False,True,True,computed
CASE_06,2023-05-24,arabian_sea,15.125,54.875,10,30.06,29.545,,29.472,0.0543,False,True,True,computed
CASE_06,2023-05-24,arabian_sea,15.125,54.875,20,30.149,29.586,,29.448,0.0545,False,True,True,computed
CASE_06,2023-05-24,arabian_sea,15.125,54.875,30,30.257,29.469,,29.326,0.1538,False,True,True,computed
CASE_06,2023-05-24,arabian_sea,15.125,54.875,50,30.154,28.126,,28.133,0.1049,False,True,True,computed
CASE_06,2023-05-24,arabian_sea,15.125,54.875,75,28.49,25.895,,25.624,0.2383,False,True,True,computed
CASE_06,2023-05-24,arabian_sea,15.125,54.875,100,27.0,24.192,,24.334,0.1472,False,True,True,computed
CASE_06,2023-05-24,arabian_sea,15.125,54.875,125,20.47,20.093,,19.907,0.5841,False,True,True,computed
CASE_06,2023-05-24,arabian_sea,15.125,54.875,150,17.975,17.483,,17.25,0.7696,False,True,True,computed
CASE_06,2023-05-24,arabian_sea,15.125,54.875,200,16.104,15.861,,15.557,0.2395,False,True,True,computed
CASE_06,2023-05-24,arabian_sea,15.125,54.875,300,11.893,12.892,,12.723,0.108,False,True,True,computed
CASE_06,2023-05-24,arabian_sea,15.125,54.875,500,10.239,10.235,,10.183,0.0746,False,True,True,computed
CASE_06,2023-05-24,arabian_sea,15.125,54.875,700,10.135,9.507,,9.644,0.0646,False,True,True,computed
CASE_06,2023-05-24,arabian_sea,15.125,54.875,1000,8.036,8.579,,8.633,0.0905,False,True,True,computed
CASE_07,2023-05-24,arabian_sea,26.625,60.375,0,30.026,29.606,,29.659,0.0674,False,True,True,computed
CASE_07,2023-05-24,arabian_sea,26.625,60.375,5,29.985,29.569,,29.588,0.0709,False,True,True,computed
CASE_07,2023-05-24,arabian_sea,26.625,60.375,10,29.974,29.652,,29.569,0.0665,False,True,True,computed
CASE_07,2023-05-24,arabian_sea,26.625,60.375,20,29.962,29.561,,29.509,0.0534,False,True,True,computed
CASE_07,2023-05-24,arabian_sea,26.625,60.375,30,30.044,29.305,,29.221,0.1129,False,True,True,computed
CASE_07,2023-05-24,arabian_sea,26.625,60.375,50,29.826,27.963,,27.909,0.1156,False,True,True,computed
CASE_07,2023-05-24,arabian_sea,26.625,60.375,75,27.658,25.729,,25.495,0.2227,False,True,True,computed
CASE_07,2023-05-24,arabian_sea,26.625,60.375,100,25.147,23.975,,23.925,0.1623,False,True,True,computed
CASE_07,2023-05-24,arabian_sea,26.625,60.375,125,18.828,19.603,,19.091,0.8743,False,True,True,computed
CASE_07,2023-05-24,arabian_sea,26.625,60.375,150,16.761,17.312,,16.839,0.8471,False,True,True,computed
CASE_07,2023-05-24,arabian_sea,26.625,60.375,200,15.119,15.969,,15.551,0.383,False,True,True,computed
CASE_07,2023-05-24,arabian_sea,26.625,60.375,300,11.516,12.877,,12.733,0.0926,False,True,True,computed
CASE_07,2023-05-24,arabian_sea,26.625,60.375,500,10.674,10.209,,10.247,0.0742,False,True,True,computed
CASE_07,2023-05-24,arabian_sea,26.625,60.375,700,10.66,9.46,,9.64,0.0768,False,True,True,computed
CASE_07,2023-05-24,arabian_sea,26.625,60.375,1000,,,,,0.0938,False,False,False,missing_observation
CASE_08,2023-05-25,arabian_sea,9.625,46.875,0,29.363,29.467,,29.305,0.0516,False,True,True,computed
CASE_08,2023-05-25,arabian_sea,9.625,46.875,5,29.28,29.211,,29.182,0.0554,False,True,True,computed
CASE_08,2023-05-25,arabian_sea,9.625,46.875,10,29.269,29.07,,29.082,0.0563,False,True,True,computed
CASE_08,2023-05-25,arabian_sea,9.625,46.875,20,29.267,28.875,,28.778,0.0481,False,True,True,computed
CASE_08,2023-05-25,arabian_sea,9.625,46.875,30,29.329,28.3,,28.329,0.1161,False,True,True,computed
CASE_08,2023-05-25,arabian_sea,9.625,46.875,50,29.329,27.505,,27.449,0.1033,False,True,True,computed
CASE_08,2023-05-25,arabian_sea,9.625,46.875,75,,,,,0.2754,False,False,False,missing_observation
CASE_08,2023-05-25,arabian_sea,9.625,46.875,100,,,,,0.1551,False,False,False,missing_observation
CASE_08,2023-05-25,arabian_sea,9.625,46.875,125,,,,,0.5748,False,False,False,missing_observation
CASE_08,2023-05-25,arabian_sea,9.625,46.875,150,,,,,1.02,False,False,False,missing_observation
CASE_08,2023-05-25,arabian_sea,9.625,46.875,200,,,,,0.3389,False,False,False,missing_observation
CASE_08,2023-05-25,arabian_sea,9.625,46.875,300,,,,,0.1054,False,False,False,missing_observation
CASE_08,2023-05-25,arabian_sea,9.625,46.875,500,,,,,0.0659,False,False,False,missing_observation
CASE_08,2023-05-25,arabian_sea,9.625,46.875,700,,,,,0.0662,False,False,False,missing_observation
CASE_08,2023-05-25,arabian_sea,9.625,46.875,1000,,,,,0.0801,False,False,False,missing_observation
CASE_09,2023-05-25,arabian_sea,25.125,58.875,0,30.069,29.564,,29.607,0.0657,False,True,True,computed
CASE_09,2023-05-25,arabian_sea,25.125,58.875,5,30.046,29.546,,29.531,0.0676,False,True,True,computed
CASE_09,2023-05-25,arabian_sea,25.125,58.875,10,30.037,29.558,,29.507,0.0627,False,True,True,computed
CASE_09,2023-05-25,arabian_sea,25.125,58.875,20,30.097,29.495,,29.448,0.052,False,True,True,computed
CASE_09,2023-05-25,arabian_sea,25.125,58.875,30,30.145,29.189,,29.107,0.1157,False,True,True,computed
CASE_09,2023-05-25,arabian_sea,25.125,58.875,50,29.844,27.879,,27.831,0.113,False,True,True,computed
CASE_09,2023-05-25,arabian_sea,25.125,58.875,75,27.582,25.63,,25.374,0.2307,False,True,True,computed
CASE_09,2023-05-25,arabian_sea,25.125,58.875,100,24.899,23.922,,23.842,0.1587,False,True,True,computed
CASE_09,2023-05-25,arabian_sea,25.125,58.875,125,18.368,19.452,,18.987,0.8073,False,True,True,computed
CASE_09,2023-05-25,arabian_sea,25.125,58.875,150,16.592,17.189,,16.766,0.8761,False,True,True,computed
CASE_09,2023-05-25,arabian_sea,25.125,58.875,200,14.914,15.731,,15.379,0.3418,False,True,True,computed
CASE_09,2023-05-25,arabian_sea,25.125,58.875,300,11.702,13.045,,12.853,0.092,False,True,True,computed
CASE_09,2023-05-25,arabian_sea,25.125,58.875,500,10.566,10.175,,10.199,0.0719,False,True,True,computed
CASE_09,2023-05-25,arabian_sea,25.125,58.875,700,10.294,9.369,,9.586,0.0741,False,True,True,computed
CASE_09,2023-05-25,arabian_sea,25.125,58.875,1000,,,,,0.0895,False,False,False,missing_observation
CASE_10,2023-05-26,arabian_sea,22.125,56.875,0,30.05,29.636,,29.576,0.0575,False,True,True,computed
CASE_10,2023-05-26,arabian_sea,22.125,56.875,5,30.034,29.543,,29.497,0.0596,False,True,True,computed
CASE_10,2023-05-26,arabian_sea,22.125,56.875,10,30.027,29.537,,29.477,0.055,False,True,True,computed
CASE_10,2023-05-26,arabian_sea,22.125,56.875,20,30.091,29.489,,29.408,0.0489,False,True,True,computed
CASE_10,2023-05-26,arabian_sea,22.125,56.875,30,30.129,29.04,,29.019,0.1153,False,True,True,computed
CASE_10,2023-05-26,arabian_sea,22.125,56.875,50,29.955,27.79,,27.73,0.1093,False,True,True,computed
CASE_10,2023-05-26,arabian_sea,22.125,56.875,75,27.241,25.666,,25.437,0.2587,False,True,True,computed
CASE_10,2023-05-26,arabian_sea,22.125,56.875,100,25.042,24.12,,23.97,0.1568,False,True,True,computed
CASE_10,2023-05-26,arabian_sea,22.125,56.875,125,18.353,19.266,,18.978,0.6356,False,True,True,computed
CASE_10,2023-05-26,arabian_sea,22.125,56.875,150,16.904,17.111,,16.793,0.9115,False,True,True,computed
CASE_10,2023-05-26,arabian_sea,22.125,56.875,200,14.918,15.838,,15.467,0.3634,False,True,True,computed
CASE_10,2023-05-26,arabian_sea,22.125,56.875,300,11.744,13.212,,13.006,0.0953,False,True,True,computed
CASE_10,2023-05-26,arabian_sea,22.125,56.875,500,,,,,0.0677,False,False,False,missing_observation
CASE_10,2023-05-26,arabian_sea,22.125,56.875,700,,,,,0.0681,False,False,False,missing_observation
CASE_10,2023-05-26,arabian_sea,22.125,56.875,1000,,,,,0.0842,False,False,False,missing_observation
CASE_11,2023-06-18,arabian_sea,10.875,73.375,0,27.787,29.728,,30.087,0.0516,False,True,True,computed
CASE_11,2023-06-18,arabian_sea,10.875,73.375,5,27.786,29.29,,30.004,0.0965,False,True,True,computed
CASE_11,2023-06-18,arabian_sea,10.875,73.375,10,27.785,29.277,,29.997,0.1257,False,True,True,computed
CASE_11,2023-06-18,arabian_sea,10.875,73.375,20,27.781,29.551,,29.974,0.0488,False,True,True,computed
CASE_11,2023-06-18,arabian_sea,10.875,73.375,30,27.776,29.867,,29.781,0.117,False,True,True,computed
CASE_11,2023-06-18,arabian_sea,10.875,73.375,50,27.781,29.043,,28.914,0.0788,False,True,True,computed
CASE_11,2023-06-18,arabian_sea,10.875,73.375,75,27.842,27.822,,27.637,0.319,False,True,True,computed
CASE_11,2023-06-18,arabian_sea,10.875,73.375,100,27.856,27.794,,27.013,0.1516,False,True,True,computed
CASE_11,2023-06-18,arabian_sea,10.875,73.375,125,23.815,24.18,,23.438,0.8277,False,True,True,computed
CASE_11,2023-06-18,arabian_sea,10.875,73.375,150,19.741,21.255,,20.493,1.193,False,True,True,computed
CASE_11,2023-06-18,arabian_sea,10.875,73.375,200,16.705,17.745,,17.429,0.6133,False,True,True,computed
CASE_11,2023-06-18,arabian_sea,10.875,73.375,300,11.935,12.818,,12.8,0.0565,False,True,True,computed
CASE_11,2023-06-18,arabian_sea,10.875,73.375,500,10.207,10.426,,10.378,0.064,False,True,True,computed
CASE_11,2023-06-18,arabian_sea,10.875,73.375,700,9.723,9.354,,9.928,0.0718,False,True,True,computed
CASE_11,2023-06-18,arabian_sea,10.875,73.375,1000,8.154,9.162,,8.466,0.0678,False,True,True,computed
CASE_12,2023-06-22,arabian_sea,6.625,45.625,0,25.938,29.196,,29.305,0.0456,False,True,True,computed
CASE_12,2023-06-22,arabian_sea,6.625,45.625,5,25.934,28.863,,29.228,0.069,False,True,True,computed
CASE_12,2023-06-22,arabian_sea,6.625,45.625,10,25.916,28.559,,29.169,0.1059,False,True,True,computed
CASE_12,2023-06-22,arabian_sea,6.625,45.625,20,25.856,28.609,,28.957,0.0461,False,True,True,computed
CASE_12,2023-06-22,arabian_sea,6.625,45.625,30,25.751,28.418,,28.573,0.094,False,True,True,computed
CASE_12,2023-06-22,arabian_sea,6.625,45.625,50,25.366,27.547,,27.718,0.0685,False,True,True,computed
CASE_12,2023-06-22,arabian_sea,6.625,45.625,75,25.626,24.601,,25.046,0.4552,False,True,True,computed
CASE_12,2023-06-22,arabian_sea,6.625,45.625,100,24.532,24.101,,23.76,0.2011,False,True,True,computed
CASE_12,2023-06-22,arabian_sea,6.625,45.625,125,17.072,19.368,,19.594,1.0896,False,True,True,computed
CASE_12,2023-06-22,arabian_sea,6.625,45.625,150,16.041,16.923,,16.986,0.9327,False,True,True,computed
CASE_12,2023-06-22,arabian_sea,6.625,45.625,200,15.415,15.557,,15.708,0.3291,False,True,True,computed
CASE_12,2023-06-22,arabian_sea,6.625,45.625,300,,,,,0.1978,False,False,False,missing_observation
CASE_12,2023-06-22,arabian_sea,6.625,45.625,500,,,,,0.0733,False,False,False,missing_observation
CASE_12,2023-06-22,arabian_sea,6.625,45.625,700,,,,,0.0601,False,False,False,missing_observation
CASE_12,2023-06-22,arabian_sea,6.625,45.625,1000,,,,,0.0766,False,False,False,missing_observation
CASE_13,2023-05-24,bay_of_bengal,29.625,77.125,0,30.034,29.981,,30.025,0.1195,False,True,True,computed
CASE_13,2023-05-24,bay_of_bengal,29.625,77.125,5,30.001,30.011,,29.947,0.1053,False,True,True,computed
CASE_13,2023-05-24,bay_of_bengal,29.625,77.125,10,29.997,30.154,,29.934,0.0585,False,True,True,computed
CASE_13,2023-05-24,bay_of_bengal,29.625,77.125,20,29.996,29.861,,29.914,0.0741,False,True,True,computed
CASE_13,2023-05-24,bay_of_bengal,29.625,77.125,30,30.054,29.829,,29.649,0.1634,False,True,True,computed
CASE_13,2023-05-24,bay_of_bengal,29.625,77.125,50,30.009,28.51,,28.267,0.1824,False,True,True,computed
CASE_13,2023-05-24,bay_of_bengal,29.625,77.125,75,27.92,26.733,,26.803,0.4409,False,True,True,computed
CASE_13,2023-05-24,bay_of_bengal,29.625,77.125,100,26.838,25.764,,25.975,0.2251,False,True,True,computed
CASE_13,2023-05-24,bay_of_bengal,29.625,77.125,125,23.057,21.841,,22.226,0.6338,False,True,True,computed
CASE_13,2023-05-24,bay_of_bengal,29.625,77.125,150,19.241,19.1,,19.238,0.505,False,True,True,computed
CASE_13,2023-05-24,bay_of_bengal,29.625,77.125,200,16.224,17.167,,17.051,0.3204,False,True,True,computed
CASE_13,2023-05-24,bay_of_bengal,29.625,77.125,300,11.781,12.525,,12.63,0.2276,False,True,True,computed
CASE_13,2023-05-24,bay_of_bengal,29.625,77.125,500,10.907,10.111,,10.349,0.1149,False,True,True,computed
CASE_13,2023-05-24,bay_of_bengal,29.625,77.125,700,11.025,9.741,,9.815,0.0557,False,True,True,computed
CASE_13,2023-05-24,bay_of_bengal,29.625,77.125,1000,9.402,8.761,,8.572,0.1068,False,True,True,computed
CASE_14,2023-05-29,bay_of_bengal,17.875,99.875,0,29.519,30.362,,30.214,0.0653,False,True,True,computed
CASE_14,2023-05-29,bay_of_bengal,17.875,99.875,5,29.517,30.169,,30.111,0.0644,False,True,True,computed
CASE_14,2023-05-29,bay_of_bengal,17.875,99.875,10,29.512,30.107,,30.1,0.0528,False,True,True,computed
CASE_14,2023-05-29,bay_of_bengal,17.875,99.875,20,29.559,30.132,,30.088,0.0552,False,True,True,computed
CASE_14,2023-05-29,bay_of_bengal,17.875,99.875,30,29.675,29.921,,30.038,0.1355,False,True,True,computed
CASE_14,2023-05-29,bay_of_bengal,17.875,99.875,50,28.107,29.51,,29.45,0.0936,False,True,True,computed
CASE_14,2023-05-29,bay_of_bengal,17.875,99.875,75,25.394,27.868,,27.963,0.2033,False,True,True,computed
CASE_14,2023-05-29,bay_of_bengal,17.875,99.875,100,24.456,27.188,,27.192,0.1477,False,True,True,computed
CASE_14,2023-05-29,bay_of_bengal,17.875,99.875,125,19.556,24.888,,24.855,0.2983,False,True,True,computed
CASE_14,2023-05-29,bay_of_bengal,17.875,99.875,150,17.024,22.247,,22.067,0.7182,False,True,True,computed
CASE_14,2023-05-29,bay_of_bengal,17.875,99.875,200,15.476,19.069,,18.904,0.4198,False,True,True,computed
CASE_14,2023-05-29,bay_of_bengal,17.875,99.875,300,12.193,13.111,,13.215,0.0972,False,True,True,computed
CASE_14,2023-05-29,bay_of_bengal,17.875,99.875,500,10.907,10.284,,10.288,0.0622,False,True,True,computed
CASE_14,2023-05-29,bay_of_bengal,17.875,99.875,700,10.407,9.808,,9.868,0.0532,False,True,True,computed
CASE_14,2023-05-29,bay_of_bengal,17.875,99.875,1000,8.2,8.921,,8.828,0.0795,False,True,True,computed
CASE_15,2023-05-30,bay_of_bengal,19.625,100.125,0,29.522,30.321,,30.206,0.0603,False,True,True,computed
CASE_15,2023-05-30,bay_of_bengal,19.625,100.125,5,29.521,30.188,,30.109,0.0627,False,True,True,computed
CASE_15,2023-05-30,bay_of_bengal,19.625,100.125,10,29.52,30.094,,30.097,0.0537,False,True,True,computed
CASE_15,2023-05-30,bay_of_bengal,19.625,100.125,20,29.555,30.122,,30.084,0.0516,False,True,True,computed
CASE_15,2023-05-30,bay_of_bengal,19.625,100.125,30,29.613,29.902,,30.03,0.1327,False,True,True,computed
CASE_15,2023-05-30,bay_of_bengal,19.625,100.125,50,28.194,29.485,,29.423,0.0905,False,True,True,computed
CASE_15,2023-05-30,bay_of_bengal,19.625,100.125,75,26.118,27.838,,27.939,0.1902,False,True,True,computed
CASE_15,2023-05-30,bay_of_bengal,19.625,100.125,100,25.21,27.24,,27.189,0.1468,False,True,True,computed
CASE_15,2023-05-30,bay_of_bengal,19.625,100.125,125,20.285,24.808,,24.763,0.2813,False,True,True,computed
CASE_15,2023-05-30,bay_of_bengal,19.625,100.125,150,17.397,22.284,,22.065,0.7113,False,True,True,computed
CASE_15,2023-05-30,bay_of_bengal,19.625,100.125,200,15.479,19.018,,18.814,0.4354,False,True,True,computed
CASE_15,2023-05-30,bay_of_bengal,19.625,100.125,300,12.375,13.12,,13.159,0.0943,False,True,True,computed
CASE_15,2023-05-30,bay_of_bengal,19.625,100.125,500,10.767,10.253,,10.216,0.0621,False,True,True,computed
CASE_15,2023-05-30,bay_of_bengal,19.625,100.125,700,10.348,9.736,,9.783,0.0537,False,True,True,computed
CASE_15,2023-05-30,bay_of_bengal,19.625,100.125,1000,8.294,8.828,,8.728,0.0754,False,True,True,computed
CASE_16,2023-06-05,bay_of_bengal,11.625,103.875,0,30.252,30.282,,30.31,0.0578,False,True,True,computed
CASE_16,2023-06-05,bay_of_bengal,11.625,103.875,5,30.251,30.142,,30.194,0.0702,False,True,True,computed
CASE_16,2023-06-05,bay_of_bengal,11.625,103.875,10,30.251,30.188,,30.188,0.0589,False,True,True,computed
CASE_16,2023-06-05,bay_of_bengal,11.625,103.875,20,30.251,30.2,,30.195,0.0456,False,True,True,computed
CASE_16,2023-06-05,bay_of_bengal,11.625,103.875,30,30.248,29.933,,30.096,0.1366,False,True,True,computed
CASE_16,2023-06-05,bay_of_bengal,11.625,103.875,50,30.342,29.529,,29.519,0.0892,False,True,True,computed
CASE_16,2023-06-05,bay_of_bengal,11.625,103.875,75,28.427,28.067,,28.038,0.2746,False,True,True,computed
CASE_16,2023-06-05,bay_of_bengal,11.625,103.875,100,27.312,27.681,,27.492,0.1423,False,True,True,computed
CASE_16,2023-06-05,bay_of_bengal,11.625,103.875,125,22.042,24.397,,24.52,0.5449,False,True,True,computed
CASE_16,2023-06-05,bay_of_bengal,11.625,103.875,150,18.695,21.614,,21.442,1.1966,False,True,True,computed
CASE_16,2023-06-05,bay_of_bengal,11.625,103.875,200,16.346,18.542,,18.296,0.4398,False,True,True,computed
CASE_16,2023-06-05,bay_of_bengal,11.625,103.875,300,12.168,12.416,,12.348,0.09,False,True,True,computed
CASE_16,2023-06-05,bay_of_bengal,11.625,103.875,500,10.777,10.66,,10.564,0.0647,False,True,True,computed
CASE_16,2023-06-05,bay_of_bengal,11.625,103.875,700,10.231,10.239,,10.271,0.059,False,True,True,computed
CASE_16,2023-06-05,bay_of_bengal,11.625,103.875,1000,8.306,8.818,,8.547,0.0689,False,True,True,computed
CASE_17,2023-06-18,bay_of_bengal,19.375,82.625,0,27.915,29.92,,30.116,0.0557,False,True,True,computed
CASE_17,2023-06-18,bay_of_bengal,19.375,82.625,5,27.913,29.156,,30.026,0.0891,False,True,True,computed
CASE_17,2023-06-18,bay_of_bengal,19.375,82.625,10,27.912,29.356,,30.014,0.1117,False,True,True,computed
